Medicamento,Departamento,Mes,Ventas
Fenobarbital sódico 40 mg/ml solución inyectable,Huila,Ago,0
Fenobarbital sódico 40 mg/ml solución inyectable,Huila,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Huila,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Huila,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Huila,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,Ene,3
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,Feb,1
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,Mar,6
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,Abr,7
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,May,19
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,Jun,8
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,Jul,19
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,Ago,5
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Magdalena,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,Ene,44
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,Feb,0
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,Mar,0
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,Abr,20
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,May,5
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,Jun,19
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,Jul,118
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,Ago,0
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Meta,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,Ene,21
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,Feb,21.899999999999977
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,Mar,34
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,Abr,15.5
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,May,1
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,Jun,3
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,Jul,3.6000000000000227
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,Ago,50
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Nariño,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,Ene,29
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,Feb,48
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,Mar,186
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,Abr,21.299999999999997
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,May,19
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,Jun,31.000000000000004
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,Jul,30.700000000000003
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,Ago,14
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Norte de Santander,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,Ene,0
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,Feb,24
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,Mar,0
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,Abr,6
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,May,0
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,Jun,5
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,Jul,1
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,Ago,3
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Putumayo,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,Ene,0
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,Feb,1
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,Mar,0
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,Abr,3
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,May,6
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,Jun,0
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,Jul,3
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,Ago,35
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Quindío,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,Ene,19.2
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,Feb,15
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,Mar,5.800000000000001
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,Abr,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,May,0
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,Jun,13
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,Jul,3
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,Ago,13
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,Sep,21
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Risaralda,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,Ene,0
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,Feb,0
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,Mar,0.6000000000000001
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,Abr,0
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,May,0
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,Jun,0.30000000000000004
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,Jul,0.30000000000000004
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,Ago,0
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,Sep,11
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,San Andrés y Providencia,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,Ene,17
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,Feb,28.80000000000001
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,Mar,8
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,Abr,21
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,May,0
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,Jun,0.19999999999998863
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,Jul,1
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,Ago,49
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Santander,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,Ene,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,Feb,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,Mar,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,Abr,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,May,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,Jun,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,Jul,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,Ago,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Sucre,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,Ene,0
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,Feb,6
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,Mar,0
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,Abr,12
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,May,6
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,Jun,5
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,Jul,13
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,Ago,6
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Tolima,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,Ene,68
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,Feb,24
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,Mar,20
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,Abr,16
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,May,47
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,Jun,22
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,Jul,29
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,Ago,32
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Valle del Cauca,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,Ene,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,Feb,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,Mar,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,Abr,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,May,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,Jun,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,Jul,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,Ago,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vaupés,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,Ene,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,Feb,0
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,Mar,0
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,Abr,0
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,May,0
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,Jun,0
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,Jul,0
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,Ago,0
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Vichada,Dic,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,Ene,0
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,Feb,0
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,Mar,0
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,Abr,0
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,May,0
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,Jun,0
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,Jul,0
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,Ago,0
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,Sep,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,Oct,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,Nov,NA
Fenobarbital sódico 40 mg/ml solución inyectable,Santafé de Bogotá,Dic,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,Ene,0
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,Feb,9.7
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,Mar,0
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,Abr,0
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,May,0
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,Jun,0
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,Jul,0.3000000000000007
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,Ago,0
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,Sep,24
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,Oct,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,Nov,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Amazonas,Dic,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,Ene,21
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,Feb,20.299999999999997
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,Mar,14
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,Abr,35.89999999999998
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,May,16.30000000000001
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,Jun,10
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,Jul,17.5
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,Ago,33
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,Sep,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,Oct,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,Nov,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Antioquia,Dic,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,Ene,0
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,Feb,1
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,Mar,1
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,Abr,3.1999999999999993
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,May,0.5
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,Jun,0
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,Jul,1.2999999999999972
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,Ago,0
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,Sep,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,Oct,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,Nov,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Arauca,Dic,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,Ene,5
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,Feb,8
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,Mar,5
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,Abr,1
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,May,8
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,Jun,11
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,Jul,11
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,Ago,3
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,Sep,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,Oct,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,Nov,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Atlántico,Dic,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,Ene,7
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,Feb,3
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,Mar,6
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,Abr,2
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,May,14
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,Jun,12
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,Jul,0
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,Ago,8
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,Sep,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,Oct,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,Nov,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Bolívar,Dic,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,Ene,1
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,Feb,2
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,Mar,8.199999999999989
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,Abr,0.8000000000000114
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,May,0
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,Jun,2
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,Jul,3
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,Ago,0
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,Sep,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,Oct,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,Nov,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Boyacá,Dic,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,Ene,1
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,Feb,2
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,Mar,2
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,Abr,3
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,May,0
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,Jun,1
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,Jul,4
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,Ago,11
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,Sep,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,Oct,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,Nov,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Caldas,Dic,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,Ene,0
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,Feb,2
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,Mar,2
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,Abr,3
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,May,0
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,Jun,0
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,Jul,0
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,Ago,0
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,Sep,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,Oct,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,Nov,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Caquetá,Dic,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,Ene,0
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,Feb,0
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,Mar,0
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,Abr,0
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,May,0
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,Jun,9
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,Jul,0
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,Ago,0
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,Sep,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,Oct,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,Nov,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Casanare,Dic,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Cauca,Ene,6
Fenobarbital sódico 200 mg/ml solución inyectable,Cauca,Feb,3
Fenobarbital sódico 200 mg/ml solución inyectable,Cauca,Mar,6.5
Fenobarbital sódico 200 mg/ml solución inyectable,Cauca,Abr,1
Fenobarbital sódico 200 mg/ml solución inyectable,Cauca,May,23
Fenobarbital sódico 200 mg/ml solución inyectable,Cauca,Jun,8
Fenobarbital sódico 200 mg/ml solución inyectable,Cauca,Jul,17.5
Fenobarbital sódico 200 mg/ml solución inyectable,Cauca,Ago,3
Fenobarbital sódico 200 mg/ml solución inyectable,Cauca,Sep,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Cauca,Oct,NA
Fenobarbital sódico 200 mg/ml solución inyectable,Cauca,Nov,NA
